Name,Type,Cuisine,City,Street,Postcode,Website,Latitude,Longitude,Status
Taco Bell,fast_food,tex-mex,Akron,East Market Street,44305,https://locations.tacobell.com/oh/akron/716-e-market-st.html,,,valid
Akron Family Restaurant,restaurant,,,,,https://akron-family-restaurant.business.site/,,,needs_fix
3 Palms Pizzeria & Bakery,restaurant,pizza,,,,,,,needs_fix
McDonald's,fast_food,burger,Akron,Merriman Road,44313-5284,https://www.mcdonalds.com/us/en-us/location/7797.html,,,valid
Papa Joe's,restaurant,,,,,,,,needs_fix
Denny's,restaurant,american,Akron,South Arlington Road,44312,,,,valid
Domino's,fast_food,pizza,Garrettsville,State Street,44231,https://pizza.dominos.com/ohio/garrettsville/8007-state-st,,,valid
DQ Grill & Chill,fast_food,ice_cream;burger;chicken,garrettsville,State Street,44231,https://www.dairyqueen.com/locations/oh/garrettsville/8013-state-st/14308,,,valid
McDonald's,fast_food,burger,,,,https://www.mcdonalds.com/us/en-us/location/oh/garrettsville/8027-state-st/10601.html,,,needs_fix
Miller's Family Restaurant,restaurant,american,,,,,,,needs_fix
McDonald's,fast_food,burger,,,,https://www.mcdonalds.com/us/en-us/location/oh/mantua/10637-main-st/22007.html,,,needs_fix
Lembo's Italian Restaurant,restaurant,italian,Akron,Canton Road,44312,,,,valid
McDonald's,fast_food,burger,Akron,Canton Road,44312,https://www.mcdonalds.com/us/en-us/location/3394.html,,,valid
Pizza Hut,restaurant,pizza,Akron,East Waterloo Road,44312,https://locations.pizzahut.com/oh/akron/2797-e-waterloo-rd,,,valid
Wendy's,fast_food,burger,Akron,Canton Road,44312,https://locations.wendys.com/united-states/oh/akron/1266-canton-rd,,,valid
Taco Bell,fast_food,tex-mex,Akron,Canton Road,44312,https://locations.tacobell.com/oh/akron/1299-canton-rd.html,,,valid
KFC,fast_food,chicken,Akron,East Waterloo Road,44312,https://locations.kfc.com/oh/akron/2840-e-waterloo-road,,,valid
Burger King,fast_food,burger,Akron,Canton Road,44312,https://www.bk.com/store-locator/store/restaurant_3511,,,valid
Farmer Boy,restaurant,,,,,,,,needs_fix
The Lakehouse Kitchen + Bar,restaurant,seafood;american,Kent,State Route 43,44240,https://lakehousekent.com/,,,valid
Rockne's,restaurant,regional,Streetsboro,Staples Drive,44241,https://www.rocknes.com/,,,valid
Musica,bar,,Akron,East Market Street,44308,https://www.celebrityetc.com/musica/,,,valid
Cracker Barrel,restaurant,american,,,,,,,needs_fix
Belgrade Gardens,restaurant,barberton_chicken,,,,,,,needs_fix
Church's Chicken,fast_food,chicken,Akron,Vernon Odom Boulevard,44320,https://locations.churchs.com/oh/akron/1391-vernon-odom-boulevard,,,valid
Dunkin',fast_food,donut;coffee_shop,Kent,East Main Street,44240,https://locations.dunkindonuts.com/en/oh/kent/527-east-main-st/350599,,,valid
Prentice Cafe,cafe,american,,,,https://www.kent.edu/dining/prentice-hall,,,needs_fix
The Bean Scene at Olson,cafe,coffee_shop,,,,https://www.kent.edu/dining/olson-hall-0,,,needs_fix
Einstein Bros. Bagels,fast_food,bagel,Kent,Midway Drive,44243,https://www.kent.edu/dining/hub,,,valid
Wholly Habaneros,fast_food,mexican,,,,https://www.kent.edu/dining/hub,,,needs_fix
Subway,fast_food,sandwich,Kent,,,https://www.kent.edu/dining/hub,,,needs_fix
Wow Bao,fast_food,asian;chinese,Kent,,,https://www.kent.edu/dining/hub,,,needs_fix
Sushi with Gusto,fast_food,sushi,,,,https://www.kent.edu/dining/hub,,,needs_fix
The Slice - Pizza Salad & More,fast_food,pizza;american,Kent,,,https://www.kent.edu/dining/hub,,,needs_fix
Auntie Anne's,fast_food,pretzel,,,,https://www.kent.edu/dining/hub,,,needs_fix
Schwebel Garden Room,restaurant,american;steak_house;international,Kent,,,https://www.kent.edu/dining/schwebel-room,,,needs_fix
Food 4 Thought,cafe,,Kent,,,,,,needs_fix
The Bean Scene,cafe,coffee_shop,Kent,,,https://www.kent.edu/dining/library,,,needs_fix
Subway,fast_food,sandwich,Kent,South Water Street,44240,https://restaurants.subway.com/united-states/oh/kent/1330-s-water-st,,,valid
Food 4 Thought Cyber Cafe,restaurant,american,Kent,,,,,,needs_fix
Snack Bar,restaurant,american,,,,,,,needs_fix
Deltasig Cafe,cafe,,Kent,,,,,,needs_fix
Jazzman's,cafe,coffee_shop,,,,https://www.kent.edu/dining/oscar-ritchie,,,needs_fix
Jazzman's,cafe,coffee_shop,,,,https://www.kent.edu/dining/eastway-center,,,needs_fix
Eastway Cafe,cafe,american,,,,https://www.kent.edu/dining/eastway-center,,,needs_fix
Rosies Diner,fast_food,american;pizza;fries;burger;sandwich,,,,https://www.kent.edu/dining/tri-towers-rotunda,,,needs_fix
Bruegger's Bagles,cafe,,Stow,Darrow Road,44224,,,,valid
Fun Buffet,restaurant,chinese,,,,,,,needs_fix
McDonald's,fast_food,burger,Ravenna,Lynn Road,44266-9527,https://www.mcdonalds.com/us/en-us/location/11116.html,,,valid
McDonald's,fast_food,burger,Hudson,West Streetsboro Street,44326,https://www.mcdonalds.com/us/en-us/location/7392.html,,,valid
Taco Bell,fast_food,tex-mex,Akron,East Exchange Street,44304,https://locations.tacobell.com/oh/akron/414-e-exchange-st.html,,,valid
Bob Evans,restaurant,american,Streetsboro,Cleve E Liverpool Road,44241,,,,valid
Slim and Jumbo's,bar,,,,,,,,needs_fix
The Battleground,restaurant,mexican,Kent,Cherry Street,44240,https://battlegroundbar.com/,,,valid
McDonald's,fast_food,burger,Kent,State Route 43,44240-6917,https://www.mcdonalds.com/us/en-us/location/31878.html,,,valid
Wendy's,fast_food,burger,Kent,State Route 43,44240,https://locations.wendys.com/united-states/oh/kent/4244-state-route-43,,,valid
Wendy's,fast_food,burger,Stow,Darrow Road,44224,https://locations.wendys.com/united-states/oh/stow/5025-darrow-road,,,valid
Burger King,fast_food,burger,Stow,Norton Road,44224-1410,https://www.bk.com/store-locator/store/restaurant_8393,,,valid
McDonald's,fast_food,burger,Stow,Darrow Road,44224-1408,https://www.mcdonalds.com/us/en-us/location/11579.html,,,valid
Arby's,fast_food,sandwich,Stow,Norton Road,44224,https://www.arbys.com/locations/us/oh/stow/1540-norton-rd/store-1831/,,,valid
veg+,restaurant,,,,,https://www.vegplus-hudson.com/,,,needs_fix
Taco Bell,fast_food,tex-mex,Stow,Kent Road,44224,https://locations.tacobell.com/oh/stow/4152-kent-rd.html,,,valid
Arby's,fast_food,sandwich,Akron,East Waterloo Road,44306,https://www.arbys.com/locations/us/oh/akron/1000-e-waterloo-rd/store-34/,,,valid
McDonald's,fast_food,burger,Akron,East Waterloo Road,44306,https://www.mcdonalds.com/us/en-us/location/536.html,,,valid
Smoke-N-Joe's BBQ,restaurant,,Akron,East Waterloo Road,44306,,,,valid
Parasson's Italian,restaurant,italian,Akron,East Waterloo Road,44306,https://parassons.com/,,,valid
Wendy's,fast_food,burger,Akron,South Arlington Street,44306,https://locations.wendys.com/united-states/oh/akron/1521-s-arlington-st,,,valid
Burger King,fast_food,burger,Alliance,West State Street,44601-3538,https://www.bk.com/store-locator/store/restaurant_4546,,,valid
McDonald's,fast_food,burger,Alliance,East State Street,44601-4915,https://www.mcdonalds.com/us/en-us/location/1540.html,,,valid
Panera Bread,fast_food,sandwich;bakery,Alliance,West State Street,44601,https://locations.panerabread.com/oh/alliance/1670-west-state-st.html,,,valid
El Rincon,restaurant,mexican,,South Arlington Street,44306,https://el-rincon.shop/,,,valid
KFC,fast_food,chicken,Alliance,East State Street,44601,https://locations.kfc.com/oh/alliance/825-east-state-street,,,valid
DQ Grill & Chill,fast_food,ice_cream;burger,Alliance,West State Street,44601,https://www.dairyqueen.com/locations/oh/alliance/1635-w-state-st/14297,,,valid
Taco Bell,fast_food,tex-mex,Alliance,West State Street,44601,https://locations.tacobell.com/oh/alliance/110-w-state-street.html,,,valid
Pizza Hut,restaurant,pizza,Alliance,West State Street,44601,https://locations.pizzahut.com/oh/alliance/2200-w-state-street,,,valid
Jalisco,restaurant,mexican,,,,,,,needs_fix
McDonald's,fast_food,burger,Alliance,West State Street,44601,https://www.mcdonalds.com/us/en-us/location/13703.html,,,valid
DQ Grill & Chill,fast_food,ice_cream;burger,Rootstown,State Route 14,44272-9720,https://www.dairyqueen.com/locations/oh/rootstown/4009-state-rte-14/14306,,,valid
DQ Grill & Chill,fast_food,ice_cream;burger,Akron,Brittain Road,44305-1340,https://www.dairyqueen.com/locations/oh/akron/821-brittain-rd/14311,,,valid
Rockne's,restaurant,,,,,,,,needs_fix
Mikado,restaurant,japanese;sushi;chinese,Akron,Brittain Road,44310,https://www.mikadohibachisushi.com/,,,valid
Applebee's,restaurant,american,,Hudson Drive,,https://restaurants.applebees.com/en-us/oh/stow/3528-hudson-dr.-99019,,,valid
Panera Bread,fast_food,sandwich;bakery,Stow,Graham Road,44224,https://locations.panerabread.com/oh/stow/1059-graham-road.html,,,valid
McDonald's,fast_food,burger,Cuyahoga Falls,Graham Road,44224-2935,https://www.mcdonalds.com/us/en-us/location/2542.html,,,valid
The Interbelt Nightclub,bar,,Akron,Howard Street,44308,,,,valid
Handel's Homemade Ice Cream,ice_cream,ice_cream;burger,,,,,,,needs_fix
Pizza Hut,restaurant,pizza,Cuyahoga Falls,State Street,44223,https://locations.pizzahut.com/oh/cuyahoga-falls/2893-state-street,,,valid
Pad Thai,restaurant,thai,Hudson,Darrow Road,44236,,,,valid
Donatos Pizza,restaurant,pizza,Hudson,Darrow Road,44236,,,,valid
Wil's Grille and Pub,restaurant,american;burger;seafood,Barberton,West Turkeyfoot Lake Road,44203,,,,valid
Honeymoon Grille,restaurant,american;breakfast,Akron,Manchester Road,44319,,,,valid
Panda Express,fast_food,chinese,Cuyahoga Falls,State Road,44223,https://www.pandaexpress.com/locations/oh/cuyahoga-falls/2846,,,valid
Burger King,fast_food,burger,Cuyahoga Falls,State Road,44223-1643,https://www.bk.com/store-locator/store/restaurant_3042,,,valid
Arby's,fast_food,sandwich,Cuyahoga Falls,State Road,44223,https://www.arbys.com/locations/us/oh/cuyahoga-falls/2685-state-rd/store-21/,,,valid
Perkins,restaurant,american,,,,,,,needs_fix
The Brew Kettle,restaurant,,,,,,,,needs_fix
Taco Bell,fast_food,tex-mex,Cuyahoga Falls,State Road,44223,https://locations.tacobell.com/oh/cuyahoga-falls/2618-state-rd.html,,,valid
TGI Friday's,restaurant,american,,Lakepointe Corporate Drive,,https://locations.tgifridays.com/oh/stow/4300-lakepointe-corporate-dr.html,,,valid
Mid East Cafe,restaurant,,,,,,,,needs_fix
Burntwood Tavern,restaurant,,,,,,,,needs_fix
Papa John's,fast_food,pizza,Akron,East Market Street,44305,https://locations.papajohns.com/united-states/oh/44305/akron/701-e-market-st,,,valid
Domino's,fast_food,pizza,Akron,East Market Street,44305,https://pizza.dominos.com/ohio/akron/730-e-market-st,,,valid
The Presidents Lounge,bar,,,,,,,,needs_fix
Stricklands,ice_cream,,Akron,Triplett Boulevard,44312,,,,valid
Little Caesars,fast_food,pizza,,,,https://littlecaesars.com/en-us/store/10784/,,,needs_fix
Applebee's,restaurant,american,,,,https://restaurants.applebees.com/en-us/oh/streetsboro/1200-state-rt.-303-96096,,,needs_fix
Retro Dog,restaurant,,,,,,,,needs_fix
Guidoâ€™s Pizza,restaurant,pizza,,,,,,,needs_fix
A&W,fast_food,burger,,,,https://awrestaurants.com/locations/ohio/kent/1124-w-main-street/,,,needs_fix
HiHo Brewery,pub,,,,,,,,needs_fix
Hibachi Japan,restaurant,hibachi,,Front Street,,,,,valid
Angelina's Pizza House,restaurant,pizza,Stow,Darrow Road,44224,,,,valid
Krispy Kreme,fast_food,donut,Akron,S Maple Street;S Maple,44302,https://site.krispykreme.com/oh/akron/354-s-maple-st,,,valid
Wendy's,fast_food,burger,Streetsboro,State Route 14,44241,https://locations.wendys.com/united-states/oh/streetsboro/9717-state-route-14,,,valid
Ruby Tuesday,restaurant,american,,,,,,,needs_fix
McDonald's,fast_food,burger,Streetsboro,Cleveland East Liverpool Road,44241,https://www.mcdonalds.com/us/en-us/location/19656.html,,,valid
Domino's,fast_food,pizza,Streetsboro,State Route 43,44241,https://pizza.dominos.com/ohio/streetsboro/9380-state-route-43,,,valid
Subway,fast_food,sandwich,Streetsboro,State Route 43,44241,https://restaurants.subway.com/united-states/oh/streetsboro/9380-state-rt-43,,,valid
Little Caesars,fast_food,pizza,,,,https://littlecaesars.com/en-us/store/9488/,,,needs_fix
Handel's,ice_cream,,,,,,,,needs_fix
Emedio and Sons Italian Restaurant,restaurant,,,,,,,,needs_fix
Taco Bell,fast_food,tex-mex,Cuyahoga Falls,Graham Road,44221,https://locations.tacobell.com/oh/cuyahoga-falls/993-graham-rd-.html,,,valid
Bob Evans,restaurant,american,,Hudson Drive,44224,,,,valid
Red Lobster,restaurant,seafood,,,,,,,needs_fix
McDonald's,fast_food,burger,Stow,Steels Corners Road,44224,https://www.mcdonalds.com/us/en-us/location/24570.html,,,valid
Texas Roadhouse,restaurant,steak_house,,,,,,,needs_fix
Arby's,fast_food,sandwich,Ravenna,Lynn Road,44266,https://www.arbys.com/locations/us/oh/ravenna/4231-lynn-rd/store-6951/,,,valid
Wendy's,fast_food,burger,Ravenna,Lynn Road,44266,https://locations.wendys.com/united-states/oh/ravenna/4151-lynn-rd,,,valid
The Merchant,restaurant,,,,,,,,needs_fix
Lemongrass Grill Thai Restaurant and Bar,restaurant,thai,Munroe Falls,North Main Street,44262,,,,valid
Brewster's Pub,bar,,Munroe Falls,South Main Street,,,,,valid
Pizza Hut,restaurant,pizza,Munroe Falls,Munroe Falls Avenue,44262,https://locations.pizzahut.com/oh/munroe-falls/24-munroe-falls-ave,,,valid
McDonald's,fast_food,burger,Munroe Falls,Munroe Falls Avenue,44262,https://www.mcdonalds.com/us/en-us/location/12852.html,,,valid
Raising Cane's,fast_food,chicken,,,,,,,needs_fix
Bellacinos,restaurant,italian,,,,https://www.bellacinosofstow.com/,,,needs_fix
DQ Grill & Chill,fast_food,ice_cream;burger,Stow,Fishcreek Road,44224-4301,https://www.dairyqueen.com/locations/oh/stow/3645-fishcreek-rd/14310,,,valid
Winking Lizard,pub,,,,,,,,needs_fix
Peninsula Coffee House & Market,cafe,coffee_shop,Peninsula,Main Street,44264,,,,valid
Burger King,fast_food,burger,Stow,Graham Road,44224-3655,https://www.bk.com/store-locator/store/restaurant_3262,,,valid
Handel's Homemade Ice Cream,ice_cream,,Uniontown,Massillon Road,44685,http://www.handelsicecream.com/green,,,valid
Pizza Hut,restaurant,pizza,Akron,Manchester Road,44319,https://locations.pizzahut.com/oh/akron/2665-manchester-rd,,,valid
Hamburger Station,fast_food,burger,,,,,,,needs_fix
Dunkin' Donuts,fast_food,donut;coffee_shop,Tallmadge,Tallmadge Circle,44278,https://locations.dunkindonuts.com/en/oh/tallmadge/196-tallmadge-circle/345732,,,valid
Taco Bell,fast_food,tex-mex,Akron,Manchester Road,44319,https://locations.tacobell.com/oh/coventry-township/3333-manchester-road.html,,,valid
TJ's Drive In,restaurant,burger;hot_dog,Tallmadge,West Avenue,44278,https://tjs-drive-in.business.site/,,,valid
Delanie's Bar & Grill,restaurant,,,,,,,,needs_fix
Moe's,restaurant,,,,,https://www.moesrestaurant.com/,,,needs_fix
Arby's,fast_food,sandwich,Ravenna,West Main Street,44266,https://www.arbys.com/locations/us/oh/ravenna/417-w-main-st/store-5701/,,,valid
Artisan Coffee,cafe,,,,,,,,needs_fix
Square,bar,,Akron,West Market Street,44303,,,,valid
Angel Falls Coffee Co.,cafe,coffee_shop,Akron,West Market Street,44303,https://www.facebook.com/profile.php?id=100057490028026,,,valid
Mary Coyle Ice Cream,restaurant,italian;ice_cream,Akron,West Market Street,44303,https://www.trecasos.com,,,valid
Grinders Above & Beyond,restaurant,,,,,,,,needs_fix
Wendy's,fast_food,burger,Hartville,West Maple Street,44632,https://locations.wendys.com/united-states/oh/hartville/915-w-maple-street,,,valid
Mi Casa,restaurant,mexican,,,,,,,needs_fix
Pizza Hut,restaurant,pizza,Hartville,West Maple Street,44632,https://locations.pizzahut.com/oh/hartville/925-w-maple-st,,,valid
Subway,fast_food,sandwich,Hartville,West Maple Street,44632,https://restaurants.subway.com/united-states/oh/hartville/820-w-maple-st,,,valid
DQ Grill & Chill,fast_food,ice_cream;burger,Hartville,West Maple Street,44632-9684,https://www.dairyqueen.com/locations/oh/hartville/810-w-maple-st/14325,,,valid
Brighton Hot Dog Shoppe,restaurant,,,,,,,,needs_fix
Hartville Chocolate Factory,confectionery,,Hartville,Prospect Avenue North,44632,,,,valid
Burger King,fast_food,burger,,,,,,,needs_fix
Hartville Food Truck Park,restaurant,,,,,,,,needs_fix
Starbucks,cafe,coffee_shop,Hartville,West Maple Street,44632,https://www.starbucks.com/store-locator/store/1025849/hartville-w-maple-st-832-w-maple-street-hartville-oh-446329684-us,,,valid
Taco Bell,fast_food,tex-mex,Hartville,West Maple Street,44632,https://locations.tacobell.com/oh/hartville/821-west-maple-street.html,,,valid
Domino's,fast_food,pizza,Hartville,West Maple Street,44632,https://pizza.dominos.com/ohio/hartville/847-w-maple-street,,,valid
Front Porch,cafe,,,,,,,,needs_fix
Freddy's,fast_food,ice_cream;burger,,,,,,,needs_fix
Hanini Subs,fast_food,sandwich,,,,,,,needs_fix
A&W,fast_food,burger,,,,https://awrestaurants.com/locations/ohio/ravenna/769-e-main-street/,,,needs_fix
Social 8,restaurant,,,,,,,,needs_fix
Subway,fast_food,sandwich,Akron,Akron Peninsula Road,44313,https://restaurants.subway.com/united-states/oh/akron/1562-akron-peninsula-rd,,,valid
Jersey Mike's Subs,fast_food,sandwich,Akron,Canton Road,44312,https://www.jerseymikes.com/2116/akron-oh,,,valid
Gionino's Pizzeria,restaurant,pizza,,,,,,,needs_fix
Chipotle,fast_food,mexican,Ravenna,East Main Street,44266,https://locations.chipotle.com/oh/ravenna/787-e-main-st,,,valid
Burger King,fast_food,burger,Ravenna,East Main Street,44266-3325,https://www.bk.com/store-locator/store/restaurant_2900,,,valid
Wendy's,fast_food,burger,Ravenna,Main Street,44266,https://locations.wendys.com/united-states/oh/ravenna/988-main-street,,,valid
Pizza Hut,restaurant,pizza,Ravenna,East Main Street,44266,https://locations.pizzahut.com/oh/ravenna/1313-e-main-st,,,valid
Dairy Queen,fast_food,ice_cream,Ravenna,East Main Street,44266-3134,https://www.dairyqueen.com/locations/oh/ravenna/333-e-main-st/14305,,,valid
Subway,fast_food,sandwich,Ravenna,West Main Street,44266,https://restaurants.subway.com/united-states/oh/ravenna/1052-w-main-st,,,valid
Papa John's,fast_food,pizza,Ravenna,West Main Street,44266,https://locations.papajohns.com/united-states/oh/44266/ravenna/1054-west-main-street,,,valid
Little Caesars,fast_food,pizza,,,,https://littlecaesars.com/en-us/store/8146/,,,needs_fix
Domino's,fast_food,pizza,Tallmadge,Northwest Avenue,44278,https://pizza.dominos.com/ohio/tallmadge/147-northwest-ave,,,valid
Marco's Pizza,restaurant,pizza,,,,,,,needs_fix
China Dragon,restaurant,chinese,,,,,,,needs_fix
Subway,fast_food,sandwich,Tallmadge,South Avenue,44278,https://restaurants.subway.com/united-states/oh/tallmadge/622-south-ave,,,valid
McDonald's,fast_food,burger,Akron,East Tallmadge Avenue,44310,https://www.mcdonalds.com/us/en-us/location/26655.html,,,valid
The Glamm Bar,bar,,,,,,,,needs_fix
Al & Dave's Pizza,cafe,pizza;wings,Alliance,South Union Avenue,44061,https://www.aldavespizza.com,,,valid
Gionino's Pizzeria,fast_food,pizza,Akron,Canton Road,44312,https://www.gioninos.com/locations/oh-akron-1492-canton-rd-44312,,,valid
DeCheco's Pizzeria,restaurant,pizza,Akron,Canton Road,44312,,,,valid
Ideal Bakery,bakery,,Lakemore,Main Street,44250,https://idealbakeryohio.com/,,,valid
McDonald's,fast_food,burger,Uniontown,Massillon Road,44685,https://www.mcdonalds.com/us/en-us/location/14434.html,,,valid
Arby's,fast_food,sandwich,Uniontown,Sandy Knoll Drive,44685,https://www.arbys.com/locations/us/oh/uniontown/1687-sandy-knoll-dr/store-5355/,,,valid
Crazy Chicken,restaurant,,,,,,,,needs_fix
Wayside Cafe,cafe,,Akron,Canton Road,44312,,,,valid
Church's Chicken,fast_food,chicken,,,,,,,needs_fix
The Empire Concert Club & Bar,bar,,Akron,East Tallmadge Avenue,44310,,,,valid
Friendship Acres Bar & Grill,bar,,Randolph,State route 44,44265,,,,valid
Pub Bricco,restaurant,,,,,,,,needs_fix
Chipotle,fast_food,mexican,Uniontown,Franks Parkway,44685,https://locations.chipotle.com/oh/uniontown/1840-franks-pkwy,,,valid
McDonald's,fast_food,burger,Mogadore,Mogadore Road,44260,https://www.mcdonalds.com/us/en-us/location/20705.html,,,valid
Uncle Tito's,restaurant,mexican,Mogadore,S Cleveland,44260,https://uncletitosmexicangrill.com/mogadore-location/,,,valid
Concessions,food_court,,,,,,,,needs_fix
Skoops,ice_cream,,,,,,,,needs_fix
Arby's,fast_food,sandwich,Cuyahoga Falls,Main Street,44221,https://www.arbys.com/locations/us/oh/cuyahoga-falls/1145-main-street/store-8152/,,,valid
The Cut Cafe,restaurant,american,Louisville,Edison Street Northeast,44641,https://sites.google.com/view/the-cut-cafe,,,valid
McDonald's,fast_food,burger,Akron,Copley Road,44320-2537,https://www.mcdonalds.com/us/en-us/location/10786.html,,,valid
Jerzee's Sports Pub,restaurant,american,Akron,East Turkeyfoot Lake Road,44312,https://www.jerzeesgrille.com/,,,valid
Gionino's Pizzeria,fast_food,pizza,Akron,South Main Street,44301,https://www.gioninos.com/locations/oh-akron-1522-s-main-st-44301,,,valid
Don Pancho's,restaurant,mexican,Uniontown,Massillon Road,44685,,,,valid
Waffle House,restaurant,american,Akron,South Arlington Road,44312,https://locations.wafflehouse.com/akron-oh-1540,,,valid
Kinsey's Korner,restaurant,pizza,Atwater,SR 183,44201,https://kinseyskorner.com/,,,valid
Uncle Tito's Mexican Grill,restaurant,mexican,Atwater,SR 183,44201,,,,valid
EuroGyro,restaurant,,,,,,,,needs_fix
The Score Draft Room,pub,,,,,,,,needs_fix
Subway,fast_food,sandwich,Akron,East Exchange Street,44304,https://restaurants.subway.com/united-states/oh/akron/484-e-exchange-st,,,valid
County Line Bar and Grill,restaurant,,,,,,,,needs_fix
Candle's Kitchen,restaurant,,,,,https://candles-kitchen.business.site/,,,needs_fix
Thirsty Dog Brewing Taphouse,pub,,,,,,,,needs_fix
Tandoori Kabobs,restaurant,,,,,,,,needs_fix
McDonald's,fast_food,burger,Akron,East Thornton Street,44311,https://www.mcdonalds.com/us/en-us/location/39230.html,,,valid
Spaghetti Warehouse,restaurant,,,,,,,,needs_fix
Golden Corral,restaurant,american;buffet,Akron,South Arlington Road,44312,,,,valid
Starbucks,cafe,coffee_shop,Akron,South Arlington Road,44312,https://www.starbucks.com/store-locator/store/8054/akron-south-arlington-rd-2884-south-arlington-road-akron-oh-443124716-us,,,valid
Applebee's,restaurant,american,,South Arlington Road,44312,https://restaurants.applebees.com/en-us/oh/akron/2897-s.-arlington-road-95099,,,valid
IHOP,restaurant,breakfast;pancake,,South Arlington Road,44312,https://restaurants.ihop.com/en-us/oh/akron/breakfast-2877-s-arlington-rd-5508,,,valid
Wink's,cafe,burger,,,,,,,needs_fix
Starbucks,cafe,coffee_shop,Kent,Terrace Drive,44240,https://www.starbucks.com/store-locator/store/1021745/kent-state-university-esplanad-475-terrace-drive-kent-oh-44240-us,,,valid
The Wine Mill,restaurant,,Peninsula,Akron Cleveland Rd,44264,,,,valid
The Twisted Olive,restaurant,,,,,,,,needs_fix
Stow Cone,ice_cream,,,,,,,,needs_fix
Dunkin',fast_food,donut;coffee_shop,Kent,South Water Street,44240,https://locations.dunkindonuts.com/en/oh/kent/1625-s-water-st/358786,,,valid
Arby's,fast_food,sandwich,Kent,East Main Street,44240,https://www.arbys.com/locations/us/oh/kent/1821-e-main-st/store-8189/,,,valid
Tiki Underground,bar,,,,,,,,needs_fix
Skyway Drive-In,fast_food,american,Akron,East Turkeyfoot Lake Road,44312,,,,valid
Wing Warehouse,restaurant,,,,,,,,needs_fix
Merriman Valley Pizza,restaurant,pizza,,,,,,,needs_fix
Fisherâ€™s Cafe & Pub,restaurant,,,Main Street,44264,,,,valid
The Basement,bar,,,,,,,,needs_fix
Eddy's,restaurant,,,,,,,,needs_fix
Donatos Pizza,restaurant,pizza,,,,,,,needs_fix
Dunkin',fast_food,donut;coffee_shop,Cuyahoga Falls,State Road,44223,https://locations.dunkindonuts.com/en/oh/cuyahoga-falls/1760-state-rd/351520,,,valid
The Jetty,bar,,,,,,,,needs_fix
Wendy's,fast_food,burger,Stow,West Graham Street,44224,https://locations.wendys.com/united-states/oh/stow/1051-w-graham-street,,,valid
Papa John's,fast_food,pizza,Cuyahoga Falls,State Road,44223,https://locations.papajohns.com/united-states/oh/44223/cuyahoga-falls/1630-state-rd,,,valid
Golden Dragon,restaurant,chinese,,,,,,,needs_fix
B&K Root Beer,fast_food,hot_dog,,,,,,,needs_fix
DQ Grill & Chill,fast_food,ice_cream;burger,Cuyahoga Falls,Portage Trail,44221-3003,https://www.dairyqueen.com/locations/oh/cuyahoga-falls/715-portage-tr/14299,,,valid
Outback Steakhouse,restaurant,american;steak,,,,,,,needs_fix
Darby's on 59,restaurant,american,,Front Street,44221,http://darbyson59.com/,,,valid
Retz's Laconi's II,restaurant,italian,,,,,,,needs_fix
Eddy's Deli,restaurant,,,,,,,,needs_fix
KC's Melody Inn,bar,,,,,,,,needs_fix
Windsor Pub,pub,burger;wings,Akron,East Tallmadge Avenue,44310,,,,valid
Kenmore Eastern Sports Bar,bar,,,,,,,,needs_fix
Bob Evans,restaurant,american,,,,,,,needs_fix
Papa John's,fast_food,pizza,Akron,East Waterloo Road,44319,https://locations.papajohns.com/united-states/oh/44319/akron/340-e-waterloo-rd,,,valid
Raising Cane's,fast_food,chicken,Cuyahoga Falls,Howe Avenue,44221,,,,valid
McDonald's,fast_food,burger,Akron,Vernon Odom Boulevard,44320,https://www.mcdonalds.com/us/en-us/location/36187.html,,,valid
Rally's,fast_food,burger,,,,,,,needs_fix
Burger King,fast_food,burger,Akron,Vernon Odom Boulevard,44320-4036,https://www.bk.com/store-locator/store/restaurant_349,,,valid
Pizza Hut,restaurant,pizza,Akron,Copley Road,44320,https://locations.pizzahut.com/oh/akron/1591-copley-rd,,,valid
Dunkin',fast_food,donut;coffee_shop,,,,https://locations.dunkindonuts.com/,,,needs_fix
Bailey Road Tavern,bar,,,,,,,,needs_fix
Tim's Pizzeria,bar,,,,,,,,needs_fix
Ozzy's Nottingham Pub,bar,,Akron,Brittain Road,44310,,,,valid
Burger King,fast_food,burger,Streetsboro,State Route 14,44241-5227,https://www.bk.com/store-locator/store/restaurant_8642,,,valid
The Cafe in Stow,restaurant,,,,,,,,needs_fix
Biggby Coffee,cafe,coffee_shop,,,,,,,needs_fix
Manchester Tavern,bar,,,,,,,,needs_fix
